product;review
Renewing + Argan Oil of Morocco Extra Penetrating Oil;Tamed frizz and smells amazing 🙌 doesn't leave a greasy residue
Renewing + Argan Oil of Morocco Extra Penetrating Oil;i use this product every day and it does a great job keeping my hair from getting frizzy. it works much better than other moroccan/argan oil products that i have used in the past. my only issue with it is that it's difficult to dispense the product without getting too much or dripping it all over the side of the bottle
Renewing + Argan Oil of Morocco Extra Penetrating Oil;Works great
Renewing + Argan Oil of Morocco Extra Penetrating Oil;Makes my hair feel good and healthy. I use it on damp hair and I love it. Good price too.
Renewing + Argan Oil of Morocco Extra Penetrating Oil;Awesome! Lightweight oil! Superior!
Renewing + Argan Oil of Morocco Extra Penetrating Oil;This is a very lightweight oil and it smells nice.  Not a heavy scent.  I spray a small amount in the palm of my hand and apply it to the ends of my hair.  Does a very nice job.  I ran out of my Moroccan Miricle Oil and was looking for something to use and this works great.  Would definetely recommend.
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I love how weightless this product really is. I have thick wavy hair and any product can weigh it down even more. This adds shine, helps with the dryness, smells great, and gives shine without it looking greasy.
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I've been spending tons of money on products for my daughter's curly, tangly, sometimes matted, frizzy, dry hair. It's been a nightmare, nothing works well at all. My friend and I were at Ulta and she recommended this. So, it wasn't a wash day for my daughter so I divided her hair into 3 sections, misted with water and sprayed this and then using a WIDE comb, I combed it through. WOW, incredible results. She then went to bed and I expcted to have to fight it again this morning but low and behold it was hardly tangled at all, just a bit at the ends. Another misting of water and this and it was perfect again.
Renewing + Argan Oil of Morocco Extra Penetrating Oil;Makes my hair soft and smells really good!
Renewing + Argan Oil of Morocco Extra Penetrating Oil;Man I was excited to try this only to find out it has drying ingredients such an trimthone an dimethicone smh
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I have wavy/curly hair and it took me years to find the right product for this humid Florida weather. Glad I chose to buy this product on a whim. It's not greasy on my hair and it smells good too! I usually spray it on my towel-dried hair after shower and my hair is ready in the morning.
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I have crazy curly dry hair and this argan oil helps a lot.     I use it daily.
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I bought this purely to add moisture to my hair on occasion. Not knowing if it would make my hair greasy, I decided to use it after my hair was towel dried and discovered that it made my hair dry so quickly! It's better than my Redken Pillow Proof Primer Spray and the Redken Diamond Oil Spray for a cheaper price. I can spray quite a bit onto my hair and it won't look greasy, so this product is a win.
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I put it in my hair after almost every shower, my hair gets really tangly so this helps smooth it out and makes it feel a lot softer and smoother!!
Renewing + Argan Oil of Morocco Extra Penetrating Oil;One of my all time favorite hair products!!
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I use this on my hair twice a week
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I love using this product every day.
Renewing + Argan Oil of Morocco Extra Penetrating Oil;leaves hair shiny and healthy looking! weightless. not greasy.
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I love it. For my curls. They shine and stay moisturized throughout the day. Not looking dry
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I used to always think that hair products needed an expensive price tag in order to actually be good, but that's definitely not the case with this product. I have thick, frizzy, and chemically processed hair, and I use this oil every time I wash my hair. I apply it when my hair is still wet and whether I decided to let my hair air dry or I blow dry it, this oil has done so much to keep my hair looking and feeling good!
Renewing + Argan Oil of Morocco Extra Penetrating Oil;"I was having a problem with ""static electricity"" and could not get it controlled.  this product did the trick.  Love it.  My husband also uses it every morning, he is balding and his ""scalp""is dry.  This product works!"
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I am disappointed in this product. I thought it would be a lot more effective and helpful to my damaged and dry hair. It isn't really doing much for me except leaving my hair looking and feeling greasy. The smell is great but i would not recommend this product for trying to restore your hair and get it healthy again. I just don't see it working.
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I love this hair oil! I use it on wet hair before I blow dry it and it works better than Living Proof. I also spray a little on my finished hairstyle and it makes my hair soft and smooth. It repaired the damage I had from using Big Sexy Flat Iron Spray. This is amazing and I will continue to buy it again and again!!!
Renewing + Argan Oil of Morocco Extra Penetrating Oil;i use this oil 1-2x a week, it helps keep my hair soft & smooth. i particularly like to use this after using a clarifying shampoo
Renewing + Argan Oil of Morocco Extra Penetrating Oil;Made my hair shiny but not oily, tamed frizz, smoothed dead ends and smells great! Buying again as I'm almost out of my bottle :)
Renewing + Argan Oil of Morocco Extra Penetrating Oil;This is hands down the best product I've used on my hair in a very long time.  It makes your hair feel so soft, look soft and not frizzy at all.  I flat iron my hair every day and it makes it look awesome!!
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I just wash and go, this oil made my hair less frizzy
Renewing + Argan Oil of Morocco Extra Penetrating Oil;the best!!!!!
Renewing + Argan Oil of Morocco Extra Penetrating Oil;Are use it after I wash my hair while it's still wet
Renewing + Argan Oil of Morocco Extra Penetrating Oil;Perfect if you have coarse horse hair like mine. It softens and makes hair more manageable
Renewing + Argan Oil of Morocco Extra Penetrating Oil;I have a pixie cut I used to bleach platinum myself (my hair is actually in really good condition), but the very back is ruined from the bleaching without help. Currently growing out my pixie for the second time and this helps make me frizzy straw like ends lay flat and feel smooth. Been using for three months now, def recommend. Only wish it fixed my hair rather than covered it.
Renewing + Argan Oil of Morocco Extra Penetrating Oil;Essential to smooth and detangle damaged frizzy blonde hair. I use about a tablespoonful on wet hair before I brush and blowdry.
Thick & Full + Biotin & Collagen Shampoo;I have been using this product for a few months & have lost so much hair since I have been using. I did not think it was related to the product until I did some research.
Thick & Full + Biotin & Collagen Shampoo;I've been using this product for several months, and it left my hair in worse condition than before.  It's way too soft -- and fly-away!  None of which is an improvement over no conditioner at all.  The only good thing I experienced with this product is the fragrance -- if it was a product that did even the minimum of what any conditioner should do, I would buy it just for the fragrance.  Too bad, because I love other OGX products.
Thick & Full + Biotin & Collagen Shampoo;It'll make your hair feel full and give volume, but at the same time it'll weigh it down. Your hair will become oily, and be due for a wash compared to normal time.
Thick & Full + Biotin & Collagen Shampoo;I bought this shampoo hoping I could achieve more thick and voluminous hair. However, after using this product only 2 times it left a waxy/sticky coat over my hair and actually made me loose hair. I have never used a product that made me loose so much hair especially if it claims to strengthen your hair
Thick & Full + Biotin & Collagen Shampoo;As a conditioner
Thick & Full + Biotin & Collagen Shampoo;i am so disappointed that a product I have used forever has changed. I noticed no difference in shampoo. But this new formula for the conditioner is just sad. totally dries out hair as if theres no conditioner in it at all. My first clue was it was not squeezing out of the bottle right. It actually tangles my hair leaving it hard now and not soft and easy to get a wide tooth comb through this thin hair. I am so disappointed and am going to have to change brands. I pulled out a sample bottle and then this. The ingredient's are switched around and some changed. I am going to have to throw away a bottle 3/4 full. I used so much last night to try to make it work and its still horrid.
Thick & Full + Biotin & Collagen Shampoo;Not sure if this is a bad bottle, but I have a heck of a time getting product out of container, and when I do, its just a blob and it doesn't lather up.  Not to impressed at this point.
Thick & Full + Biotin & Collagen Shampoo;I was surprised I liked this shampoo and conditioner so much. I think the people who didn't like it probably were using it every time they washed their hair. I alternate with a higher quality shampoo and conditioner (lanza and a purple shampoo) and I've never had a problem with build up. Im obsessed with the smell! I can go to bed with my hair wet and just brush it in the morning and it looks like I just had a blow out.  Is this the best shampoo and conditioner for the health of your hair? Probably not.. but its a good one to have in the shower for the days you want something different.
Thick & Full + Biotin & Collagen Shampoo;Smells absolutely awful, would NOT recommend!
Thick & Full + Biotin & Collagen Shampoo;"This is the strangest shampoo (and the conditioner) to me. I am used to shampoos that feel frothy and rich, and conditioners that feel silky when I rinse them out. I do a lot of detangling with my fingers in the shower because my hair is so long. It's well past my waist, almost to the top of my legs. Finger detangling in the shower helps prevent a lot of breakage. This shampoo (and the conditioner) scared me at first. I could hardly get my fingers through my hair. It knotted up when I shampooed, and took forever to get the knots out. The shampoo seemed to completely strip my hair, or so it felt. I'm talking SQUEEEEEAKY clean. I assumed that when it dried, it would look like a broom. But it didn't. I also used the conditioner, which didn't give me a warm fuzzy feeling, either. I didn't use any detangler or hair oil out of the shower because I wanted to see exactly how this stuff worked for me. I carefully detangled with a flat detangling brush and let it air dry. And it looked amazing! I was shocked. My hair was so shiny and soft. It had lots of movement, and my waves had definition. I've used about half of both bottles so far, and I'm not seeing any change. My hair doesn't seem to be drying out or breaking, and I haven't noticed any unusual hair fall. I'm still on the fence, though, because it's so difficult to detangle. The ""after"" is great for me. It's getting there that's difficult, and I don't like spending ages on my hair. I want to wash, detangle, and let it air dry on its own."
Thick & Full + Biotin & Collagen Shampoo;Great product!! Loved it! Give a heavy hair look. happy with purchase.
